품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,diags_small_id
Poodles(푸들),M,2126,D_VIP,s 경련을 안한지 오래 되어서 용량을 좀 줄여야하지 않나 상담 원하심 month month 부터 지금까지 seizure event 한번도 없었음 year month 에 약 차로 끊고 당해 month 에 발작 재발 후 현재까지의 처방을 지금까지 유지함 식욕 활력 배변 배뇨 양호 매우 활달함 기타 신경계 증상 없음 신체 검사 bar crt mm normal 신경계 검사 nrf 혈액 스크리닝 검사 cbc nrf chem. nrf 금일 용량 감량 phenobarbital은 휴약 zonisamide time kg bid levetiracetam time kg bid month 간격으로 약물 조절할 필요 있음 month 일 후 recheck ,,33, 경련 발작 (원인 미정) , 신경 질환 ,"떠는 증상, 경련 또는 미진","떠는 증상, 경련 또는 미진",357,4
K.D(Korean Dog),M,2170,A_라라,s 치아 에서 악취가 남. 스켈링 및 발치 필요함 마취전 검사 혈액 흥분으로 심장사상충 음성 cbc. 이상 없음 전해질 나트륨 염소 이온 약간 높음 혈청 검사 bun lipa amly 흉부 방사선 심비대 좌심이 약간 확장 심초 필요함 심장약 복용 필요함 복부 방사선 신장 결석 현재 신장 수치 높으므로 이에 대한 관리도 복부 매스도 있음 소프트한 것으로 지방종 가능성도 높음 스켈링 전 검사 내일 오전에 수액 처치하고 수액 맞을 것 술전에 피모 하나 먹이고 실시하면 좋을 것 ,,,,,,,266,6
Yorkshire Terrier(요크셔 테리어),MN              ,2133,G_부천이지,지난 day 부터 목쪽 통증있음 척추 방사선 t l 배쪽으로 enthesiophyte 관찰된다. 흉골 기형으로 인해 심장 실루엣에 대한 명확한 평가가 불가하기 때문에 청진 추천. 복배상 폐 실질에 특이 소견 보이지 않음 외측상은 정확한 평가가 불가 약간의 복부 팽만 있음. 간은 늑골궁 밖으로 뚜렷하게 뻗어나와 있으며 blunt caudoventral margin 을 보인다. 방광 내 결석으로 의심되는 골 밀도 음영 개 관찰. 복부 초음파 간 비대가 뚜렷. 간에 전반적으로 cm 직경 이하의 등 저에코의 병변과 cm 크기 이하의 고에코 병변 수 개가 산재되어 관찰된다. 담낭 내 유동성 있는 슬러지는 소량 중등도로 관찰된다. 담낭 벽의 두께가 증가하지 않았으나 내벽이 불규칙하게 관찰. cbd 확장 없음. 비장 꼬리 쪽 몸통에 직경 약 time 의 저에코 heterogenous 둥근 병변이 개가 나란히 관찰된다. 양측 부신 정상 직경 정상 범위 양측 신장 피질에 작은 cyst들과 고에코 점상 음영 경미하게 관찰. 노령에 의한 퇴행성 변화로 생각됨. 방광의 cranioventral wall 이 다소 두꺼워져 있으며 방광 내 작은 결석이 관찰된다. 요검사 추천. 췌장 에코 정상적으로 관찰되며 소화기계 운동성 양호. ct 촬영 부위 spine thorax abdomen 조영 time time gi kg time s phase s s s 소견 l ivdd 의심 소견 관찰. 간은 저 등밀도의 병변으로 나타나며 동맥기 때 조영 증강을 잘 보이나 지연기 때 주변 간 실질과 비슷한 정도로 조영되는 것으로 보아 adenoma nodular hyper plasia와 같은 양성 병변이 가장 의심된다. 비장의 병변은 capsule을 변형시키는 형태이며 경계사 불분명하고 조영 후 주변 실질과 비슷한 밀도를 보여 양성 결절로 의심되나 추후 변할 수 있으므로 모니터링이 추천된다. 방광 내 결석 음영 관찰. 신장 요관 요도 내에서는 관찰되지 않음 선천적인 흉골과 갈비뼈 기형이 있으나 임상적 의의는 없는 것으로 보임. accessory lung lobe collapse 가 관찰되나 이는 마취에 의한 일시적인 소견으로 생각됨. rx pds time kg bid po famotidine time kg bid po methocarbamol time kg bid po pentoxyfylline time kg bid poi gabapentin time kg bid po e 경추 디스크 확인 현증과 관련성 높아 이에 대한 치료 필요 디스크약 처방해 드리며 이는 간에 무리를 줄수 있음 계속해서 간보조제 복용 필요 경추보호대도 필요할 수 있음 한방재활 및 외과적 치료에 대한 계획 day 에 안내받기로 함 이외 흉요추 부위 디스크 확인됨 이병변도 치료받으셔야 함 간 및 비장의 병변은 ct 상 양성병변 가능성 높으나 정기적인 모니터링이 필요함 최소 month 에 한번정도는 크기 변화등을 관찰하세요 day 원장님과 치료에 대해 상담예정 ,"2092, 2091",4,,,통증,통증,1468,5
Mixed(혼합),F               ,2092,F_센트럴,엉덩이를 뒤로 밀친다. 식욕은 양호. 케타민 time butorphanol amp 방광 결석. tx 결석 제거 수술. ,x,4, 방광 결석 , 비뇨기과 질환 ,통증,통증,66,1
Shiba Inu(시바 이누),FS,건강검진,B_W,중성화 수술차 내원함 오늘 time 에 사료를 먹음 tx s maintenous fluid cefradine time kg tid cimetidine time kg tid tramadole time kg tid ,,,,,,,118,9
Maltese(말티즈),FS              ,2170,D_VIP,치과체크 받으러 오셨습니다. 우측 하악부위 치근노출 많이 되어있는상태 좌측 상악부위에는 잇몸이 과증식되어있는 느낌입니다. 입안을 정확히 확인하기가 어렵습니다. 오늘 미리 마취전검사 진행했습니다. 혈액검사상에서는 특이소견 없습니다. 흉부방사선상 기관협착소견이 있습니다. 현재 tc에 관련된 임상증상은 없었지만 흡입마취하에 기침증상이 나타날수 있습니다. 내일 오후 time 이후에 내원가능하다고 하셔서 노령의 나이이고 마취전 충분한 수화처치가 중요하기 때문에 오늘 하루 입원후에 내일 time 전후 치아관련 치료하기로 하였습니다 치료계획 스켈링 치아방사선 않좋은 치아는 발치 어느정도 발치가 진행될지는 내일 상태보고 판단해야할듯 하다고 설명드림 보호자분이 나중에 문제가 될수있는 부위는 다시 생기지 않도록 최대한 판단 잘해서 진행해달라고 거듭말씀하셨습니다. 보호자 요청사항 눈물이 자주 흐르기때문에 눈밑을 자주 닦아달라고 말씀하셨습니다. ,,, 치주 질환 / 치주염 (젖니 유전자 좌로 유래하는 것 포함),치아 및 구강 질환 ,,,467,6
Maltese(말티즈),MN              ,2092,H,안박동물병원 다닌다고 함. 오늘 다녀오신내용 결석이 요로에 걸려서 안으로 집어넣으심. 림프절 염증있음. 심장 안좋아서 심장약 받아오심. 자다가 발버둥치고 혀가 나왔다고 함 심장마사지 인공호흡하셨다고 함. month 정도 소변을 못봤음. 어제 구토 설사가 있었음. 죽을 조금 먹였음. 심장약은 계속 먹고 있음. 림프절 염증은 항생제에 반응을 해서 그렇게 관리하고 있었음. time 에 소변을 한번 봄. 그 뒤로 소변이 없었음. 자다가 발버둥 치면서 혀가 나와서 응급 처치 하면서 내원함. 청진상 심잡음. skin turg not delay mm pink wet crt 측정 어려움. 체온 도. 복부 촉진시 통증호소 심함. 턱 아래쪽 부종 심함. 다른 체표 림프절 촉진 안됨. 혈압 time hg. mental dullness 통증에 반응함. 흉부 방사선 폐수종은 아님. 복부 방사선 bga severe acidosis. cbc leukocytosis. chemistry severe azotemia 앞전 검사보다 높음 crp 상승. p shock 상태로 보여짐. 원인은 심장 염증 azotemia acidosis 모두 가능함. 무뇨증 상태로 판단. 아이 상태 매우 불량함. 심장병 때문에 적극적인 응급 처치가 제한됨. 사망 가능성 매우 높음. 응급 처치 후 아이 기립하고 일어나는 모습 보시고 보호자분 time 남기고 퇴원함. 혈압 정상적으로 측정이 되어서 수액 속도 조절 실시. 소변이 안나와서 furosemide cri 실시. pi en ce 로도 ,,, 방광 결석 , 비뇨기과 질환 ,,,756,1
Maltese(말티즈),F,2126,C_잠실ON, 어제 접종 실시 집에서 우측으로 circling 회정도 seizure 외상 가능성은 없다하심 말티즈의 유전적 질환으로 뇌수두증 가능성 설명드렸으며 후두공 이형성 감염 등 여러가지 가능성 설명드림 우선 체온이 낮아서 체온을 높여주고 방사선 촬영 후 전화드려서 추가적인 치료방향 결정하기로 함 ddx. occipital dysplasia chiari hydrocephalus cdv drop accident ,,16, 경련 발작 (원인 미정) , 신경 질환 ,발작,발작,227,4
Maltese(말티즈),MN,2126,B_W,cc 사지 뒤틀림 hpi year 반전에낙상 뒷다리 힘이 없었음.부러지진않았음. 뒷다리 떠는 증상 주로 rt. hindlimb 발작하는것 같음. month 에 약 번 짧은 시간이었으나 최근 잦아들었고 멀쩡히 놀다가도 갑자기 떠는 게 오래 지속됨. tramadol time kg iv dexamethadone timeiv ,,16, 경련 발작 (원인 미정) , 신경 질환 ,발작,발작,179,4
Mixed(혼합),FS              ,2170,E_24시아이,s time 전에 눈에 띄게 다리를 절음 그전에도 안좋긴했는데 그냥 뚱뚱해서 그런거라 생각했음 확실히 안좋아진건 time 전 month 전부터 밥을 잘 못먹음 이때쯤 어린 고양이가 들어온것도 있음 치아가 안좋은 편임 캔은 잘 안먹고 건사료만 먹음 사료만 좋은걸로 주고 있음 고양이 캔만 먹음 집에 동거묘 마리 있음 새 고슴도치도 있음 조금씩 만 평소에도 건사료만 주로 먹음 츄르도 잘 먹지 않음 햇빛에서 소개해주어 왔음 pe 보행 평가 어려움 구강 치은염 cbc serum chem felv fiv 스케일링 polishing 불소도포 진행 좌측 upper 어금니 발치 month 입원 후 내일 퇴원 ,,"4,21", 치주 질환 / 치주염 (젖니 유전자 좌로 유래하는 것 포함),치아 및 구강 질환 ,"통증,식욕부진, 식욕저하",통증,335,6
Mixed(혼합),F,2126,D_VIP,s 어제부터 구토 하고 오늘은 일어나지도 못하고 경련증세도 있음 다른 기왕증은 없었고 치료받은 것도 없음 mental depress aus no murmur no crackle bt mmc pink plr 성숙백내장 혈검 bg 이상 bun 이상 cr na cl ph cpl crp 이상 lactate 검사까지는 동의 하였으나 향후 치료비에 대한 부담감으로 안락사 원하심 tx dz마취후 iv 단체화장 맡기시면 다시는 볼수 없음 고지 ,,"33,1,13", 경련 발작 (원인 미정) , 신경 질환 ,"떠는 증상, 경련 또는 미진,구토(급성/만성),허탈(붕괴)","떠는 증상, 경련 또는 미진",242,4
Chihuahua(치와와),F               ,2092,D_VIP,cc 구토 치아 흔들림 거품 구토 번. 코 로도 나옴. 가끔 노란색 액체 구토. 오늘은 번 있었음. 가끔 헛기침 있었음 특별히 스트레스 상황은 없었음. 배변 상태 양호. 오늘도 배변있었음. 사료 조금 먹음. 돼지고기 목살 익힌거 조금 주심. 물을 거의 먹지 않음. 접종 다 해주고 계심. 사상충은 안해주고 있으나 얼마전 검사시 음성이었음. 이물 섭취 가능성 전혀 없음. 혈액검사만 진행하기 원하심. 청진시 murmur 체온 도. 호흡 양호. 활력 양호. 혈액검사 cbc wbc 증가 전해질 na cl 증가 money crp 증가 췌장염 가능성 등 안내드렸으나 주사처치나 입원 원치않으심. 내복약 month 분 처방함. 구토가 계속되거나 설사 등 소화기 증상이 추가적으로 나타나거나 혹은 급격한 활력 저하 등을 보이면 내원하셔서 추가검사 받아보시길 권해드림. 심장관련 진료 받아보시기로 함. ,없음,"1,2", 방광 결석 , 비뇨기과 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),442,1
Jindo Dog(진도견),M               ,2048,E_24시아이, 혈변 설사 구토 식욕 없음 활기 있음 백신 병원에서 차까지. 사상충 분변검사 아포간균 다수. 그외에 검사결과 특이사항 없음. 입원권장. 보호자 보류. 통원치료 하기로. 내일 오전 time 전후 내원예정. ,-,21, 세균성 장염 , 소화기 질환 ,"식욕부진, 식욕저하","식욕부진, 식욕저하",115,0
Shih Tzu(시추),MN              ,2048,F_센트럴, history 금일 아침 산책 정상변 이후 설사 급성 심화되어 장액 혈액성으로 변화 금일은 먹은 것은 없으나 원래 많이 먹지 않아서 식욕저하 확인은 명확치 않음 오전에 간식 개 먹었음 어머님 여행 가셔서 낮에 혼자 있는 시간이 많음 스트레스 상황 objective salivation bt dehydration mildly elevated crp fecal swab intestinal epithelial cells endospore forming bacteria diagnosis bacterial enteritis hemorrhagic enteritis treatment 금일 month 입원 하 탈수교정 등 치료 익일 증상 및 crp 감소에 따라 퇴원여부 결정 ,x,"2,42", 세균성 장염 , 소화기 질환 ,"설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),혈변",설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),374,0
Maltese(말티즈),MN,2133,C_잠실ON,cc behavior change. time 전 예방접종 추가접종 사상충 미용을 한 이후 구토 회. 이후 소심하고 행동도 이상. 평소 아주 활발했음. 멍함. 움직임이 현저히 감소함 발작하거나 기절한 적은 없음. 숨쉬는 게 불편해하는 느낌. 살 조금 넘은 시기에 양측 슬개골 탈구 수술을 실시 . 문진상 coms 의심 방사선상 severe occipital dysplasia 확인 .mri 추천하였으나 여러가지 상황상 일단 투약하며 지켜보기로 함 경과 불량할 경우 mri 촬영 혹은 입원치료 필요할 수 있음 month 뒤 재진 ,,40, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,신경증상(이상행동),신경증상(이상행동),294,5
Siamese Cat(샴 고양이),FS              ,건강검진,D_VIP,몸무게 안에서 재주세요 history 바리에게 수혈진행함 감기걸렸던적이 있음 지난겨울 수혈시 건강검진시 신부전 수치 높다고 말씀들으심 치석 신장수치 상승 cre 뇨비중 높음 money 비정형 크리스탈 많음 pcv 상승 전체적으로 탈수소견 보임 전체적으로는 큰 이상은 없어서 조만간 스켈링은 한번 해주시라고 했습니다. ,,,,,,,177,9
Maltese(말티즈),MN,2185,A_라라,s 보호자 슬개골 탈구 상담 평상시 다리 통증등은 별로 없었다고 하심 최근들어 심해 졌는지 우측 다리를 드는적이 있다고 하심 과거에 오줌에서 피 가 섞여 나와서 검사 하심 신장염 진단 받으심 month 간 병원에 입원했던 병력 있다하심 그동안 수원쪽 병원에서 다니심 보호자에게 전반적인슬개골 탈구 검사 설명드림 일차적으로 방사선 검사 와 마취전 혈액 검사 말씀드림 양측 슬개골 탈구 우측 심한 골관절염 진행 방사선 참조 탈구 기 좌측 탈구 기 우측에 비해서는 양호하지만 골관절염 진행중 draw test 양쪽 모두 음성 방광결석 추가로 발견된 결석 보호자에게 결석 위험성 및 수술 필요성 재인지 추가 오줌검사와 초음파 검사등 이야기 혈액검사상 이상 항목 설명드림 남자분이 데려 오셨으나 여자 보호자분과 전화통화 모든 상담및 결정 진행 결정을 했음 현재 지방에서 근무중이셔서 현재 올라올수 없으심 올라올수 있는 시기에 다시 내원해서 상담 및 치료 계획 듣기로 하심 ,,4,,,통증,통증,483,7
