품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,symptoms_id
K.C(Korean Cat),MN              ,2087,D_VIP, money 결제하고 가셨음 원래는 kg 였는데 밥 못 먹은 뒤로 살이 빠짐 식욕 밥을 안 먹기 시작한 건 month 전. 물도 안 먹음. 물그릇에 물이 있는데 그 앞에 앉아 쳐다보기만 함 통통한 체형이었는데 눈에 띄게 살이 많이 빠졌음 배뇨 배변 먹은 게 없어 거의 나오지 않음 구토 설사 하루 회 토함. 처음에는 밥 먹은 것을 토해냈으나 지금은 먹은 게 없어 나오는 게 줄었고 피도 조금 섞여 나옴. 설사는 없음. 재채기 콧물 재채기는 원래 많이 했음. 지금은 재채기 때 튀는 콧물도 빨갛게 나옴. 비닐봉지를 좋아해서 갖고 놀다가 자주 삼키는 편임 몇 년 전에 방사선 사진 찍었을 때 폐가 많이 안 좋다는 얘기를 들었음 탈수 체온 심박수 호흡수 혈액검사 bun 배 희석 creatinine 배 희석 하루 입원하고 혈액검사와 수액처치 진행하기로 함 보호자 상의 하에 최소한의 검사와 처치만 진행. 주사처치 식이 등 모두 제외하였습니다. ,,"1,39", 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,구토(급성/만성),구토(급성/만성),469,0
Yorkshire Terrier(요크셔 테리어),FS,2101,D_VIP, money 결제하심 기호연 time 간 거의 못먹었어요. 한달 좀 전부터 생리 시작 평상시보다 검붉은 혈액 점액 보름 쯤 후에 식욕부진 생기고 금일 구토 처음 보임 위액성구토 밤에 헉헉거림 증상 보임 최근 아프기 시작하면서 자다가도 일어나 호흡힘들어함 생리 시작전부터 배가 약간 부른 느낌 배쪽 발열 복부초음파 full scan by hyuna findings 양측 자궁각의 심한 확장 좌측 time 우측 time 담낭 벽의 부분적인 내측 증식 비장의 부분적인 저에코성 변화 방광 내 폴립 증식 방광 벽 양호 양측 신장 피질의 미약한 에코 상승 크기와 모양 정상 imaging dx ddx uterine complex pyometra gb polyps splenic nodular hyperplasia splenitis splenic neoplasia ub polyp interstitial or glomerular nephritis dr. 조서현 자궁충농증 확진 후 외과로 transferred subjective 혈액성 질 삼출물을 주증으로 구토증상을 동반한 pyomera 환자. objective laboratory examination cbc leukocytosis anemia elec hyponatremia hyperkalemia hypochloremia chem elevated bun phosphous. gc alert normal plr pink mucous membrane gi distended abdomen assessment pyometra plan sx emergency surgery ohe tx fluid therapy s 유지 주사제 cefazolin time kg iv bid metronidazole time kg iv bid famotidine time kg iv bid enrofloxacin time kg iv diluted ns bid 입원 ,,21, 자궁 축농증 , 생식기 질환 ,"식욕부진, 식욕저하","식욕부진, 식욕저하",943,9
Shih Tzu(시추),FS              ,2228,G_부천이지,우측 앞다리 패드 안쪽으로 mass 확인 쿠싱 관리 year 받고 있음 피부 처방식 사료 먹이고 있음 검사 menace test 시력 없음 좌측 안구 미약한 반응 ou trichiasis 방사선 흉부 nrf 복부 microhepatica 위의 전방 변위 vd 소간증에 의한 변위 추정 초음파 gb is out of sight. 좌측 신장 cranio dorsal 부위 위축 의심. 다수의 결석 미약한 신우 확장 좌측 부신 cranial pole internal texture 사라짐 cm이상 높이 측정 우측 신장 다수의 결석 안구 초음파 좌측 핵 경화 후안방내 다량의 hyperechoic crystal. 우측 동일 양측 sea gull sign등 뚜렷한 병변은 확인 되지 않으나 crystal에 의해 가려진듯 retinal detachment 의심됨. 상담 간 수치 상승과 소간증에 의해 마취시 위험성 있음 세포 검사 결과에 따라 수술 결정 예정 녹내장 관리 권유 녹내장 안약 처방후 month 내 재검 권유 처방 잘라탄 month 회 토브라마이신 month 회 새밀린 처방 ,"2088, 2141, 2081",221, 상기에 해당하지 않는 피부 종양 ,피부 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",547,11
Siamese Cat(샴 고양이),FS,2133,C_잠실ON,cc 발작 어제 가스레인지에 꼬리가 살짝 탐. 화상은 안생긴 듯. 오늘 아침 time 경 발작 time 가량 켁켁거리면서 옆으로 누워서 사지를 버둥거림. 사지가 강직되어 허리를 굽혔다가 펴는 양상. time 가량 기력이 쳐져 혼자 있음. 식욕 활력 변화 구토 콧물 기침 증상 없으며 컨디션 양호했었음. 예방 접종 완료. 기생충 구제 해주고 계심. 작년 month 에 미국에서 돌아오며 건강 검진 완료. 이상 사항 없었음. 신체검사 plr 경미한 지연. 이외 안면신경 이상 확인되지 않음. 혈액검사 ghp 전해질 cbc nrf 방사선검사 nrf felv fiv negative nrf 뇌내성 병변이 의심되며 mri 권해드림 비용 관련 다른 보호자분과 상담 후 검사 예정 일단 경련 및 감압에 대한 내복약 month 처방 ,,16, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,발작,발작,402,6
Maltese(말티즈),MN,2001,C_잠실ON,cc 흥분시에 기침. 운동불내성. hpi 우연히 심잡음이 확인되어 정밀 검사를 위해 내원 history med vac trauma surg env indoor food cardiac 저지방사료 로얄캐닌 . 간식 거의 주지 않음 지역병원에서 심장병 진단 받음. 사료먹다 기침. 산책이 과하면 기침. 지난 겨울 검진상 큰 이상은 없었음 . 검사상 mild moderate mvi 확인됨. gb mucocele에 대해서는 month 마다 recheck 하기로 함 . 심징환의 정도가 경미하고 증상이 나타나 최소한의 처방을 실시. 활력 개선 여부 모니터링 할 것 다온동물병원 다니시고 계셔서 안정화 되면 약 처방 다온동물병원에서 받으시라 안내할 예정 설사가 간헐적으로 있음. 충현에서 장염에 준하여 지속적인 처방을 받음. 변 안에 점액변이 반복적으로 발생함. 배에서 꾸륵꾸륵 거림이 있음 ,,5, 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,기침,기침,437,4
Silky Terrier(실키 테리어),FS,2186,D_VIP, money 선납 승희 dr.조서현 subjective 좌측 후지 파행. 한달정도 전부터 갑작스럽게 좌측 후지 파행을 시작함. 파행 나타나기 전 별다른 이벤트 없었음. 현재 한약 복용중. 일주일 새 확연히 증상이 악화되었다고 느끼심. objective physical examination lt. stifle joint positive cranial drawer test. positive tibial compression test. medial patellar luxation grade rt. sitfle joint negative cranial drawer test. medial patellar luxation grade laboratory examination cbc nrf elec nrf chem nrf assessment rupture of cranial cruciate ligament. plan sx lateral femoro tibial suture surgical procedure lb ligabutton suture applied. after ligafiba applied negative cranial drawer test. routine closure hospitalization month 간 입원 후 통원치료 예정. ,,23, 십자 인대 손상 · 파열 (전 / 후) ,근육 골격 질환 ,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",643,7
Mixed(혼합),FS,2103,D_VIP, 추석연휴 지나고 나서 기력저하. 그 이후로 변이 점점 묽어지다가 혈액성설사. 불린 사료 급여하신 뒤 괜찮아졌음. 주말에 돼지고기 볶은것 급여하시고 혈액성 설사. 구토. 추석때 화장품 쉐도우 을 먹었을수도 있음. 추석기간 따로 먹이신건 없었음. 예방접종 어릴때 이후로 진행 안됨 사상충예방 안되어 있음. 호흡기 증상 없음. 식욕 좋음 식후구토는 없고 위액구토. 저녁에 요즘 산책시키심. 동네집앞에 배뇨정상. fecal exam bog cpl neg. axr 자궁확장. chem nrf cbc nrf 전해질 mild hypokalemia 복부초음파 복부초음파 full scan by hyuna findings 양측 자궁각의 심한 확장 및 무에코 액체 저류 자궁벽 비후 없음 imaging dx ddx uterine complex mucometra hydrometra 설사 증상은 자궁질환에 의한 것으로 추정되며 수술적교정이 필요합니다. 자궁점액종 가능성 있으나 자궁내 슬러지들 확인되는 것으로 보아 축농증으로 진행 가능성 높습니다. 비용부담으로 고민해봐야 하신다고 하셔서 일단 enro kimbelin inj. 후 내복약 처방해드림. 수술할 경우 사상충검사 및 흉부방사선 검사 추가로 필요합니다. 시간이 지날수록 췌장염 패혈증 가능성 높아집니다. 고민해보시고 내원하실 예정. ,,2, 자궁 수종 , 생식기 질환 ,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),657,8
Poodles(푸들),MN,2043,D_VIP,s month 전 부터 구토 반복 설사도 month 전부터 시작 음수는 소량 함 특별한 관리상의 변동은 없음 일반식이 주로 과일이나 쇠고기를 줌 먹기는 하지만 금방 토함 노란 액 소화 안된 음식 등 설사는 month 전부터 시작 짙은 갈색 특별히 혈액성 악취는 잘 모르심 이물 섭식가능성은 없음 기력 활력 감소 동거견 마리 상태 양호 과거에도 보통 month 정도 증상 보였으나 이번에 심함 pe nervousness 왜소한 편 bcs 복부촉진시 복압항진 심함 no murmur 췌장염은 잠정 배제됨 급성 위장관염 의심되나 아직 원인은 불분명 복부촉진시 복압항진에 대해 병력상 이물 가능성 낮은 것 재확인하고 대신 재검하기로 함 tx cerenia tra d 피하 주사 month 후 재검 명확한 호전 없을 경우 재검시 영상검사 보실 것 권장 ,,"1,2", 위염 / 위장염 / 장염 , 소화기 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),416,1
Poodles(푸들),MN              ,2046,G_부천이지,발작이 있어서 다른 병원에서 약 먹고 있음. 장난감을 삼켰다고 함. 동네병원에서 엑스레이 찍었는데 위내에 있다고 들으셨음. day time 경에 먹음 공 머리 닭머리 발작 month 경에 mri 특발성발작으로 진단 콜레스테롤 수치만 먹음 month 정도 항경련제 복용 중 종류 페노바비탈 time kg pds time kg pp증상 있어서 장난감 까지 먹음 어제 위내 확인 내시경 원하심 변은 정상변 구토확인 어제 수회 흉복부 방사선 위 내 이물 의심 음영 관찰 cm정도 길이 cm 직경으로 추정 이전 방사선 사진 상에서 관찰되는 소장 내 이물 의심 음영은 금일 관찰되지 않으며 비정상적으로 확장된 분절도 보이지 않음. 복부 초음파 위 내 이물 의심 음영 관찰되며 액체 소량 차 있음. 벽에 특이 소견 관찰되지 않음. 십이지장 내 액체가 소량 저류되어 있고 운동성 거의 관찰되지 않음. 그러나 공장 회장은 운동성 양호하며 액체 저류된 분절 없음. 회장에 이물 의심되는 분절이 개 있으나 앞뒤로 액체 저류 없고 운동성 양호함 혹여 이물이라 하더라도 충분히 내려갈 가능성 높아 보임 초음파 recheck 추천. 결장 벽 특이 사항 없음. 췌장 특이 소견 없으나 십이지장 운동성 저하되어 있으므로 췌장염 검사 추천. 복막 에코 특이 소견 없음. 상담 내시경 시술 후 호전 없을 시 위절개술로 진행 안내 장내 이물 정확하기 위해 ct 촬영 권유드렸으나 초음파 리첵 하신다고 함 내시경 방법 indication for procedure endoscope used forcep used 집게 포셉 사용 location problems complications 예 아니오 none colonic preparation inadequate perforation excessive bleeding anesthetic complications excessive time other sampling biopsy brush cytology washing aspiration 병변 정상 mild moderate severe hyperemia vascularity discoloration friability hemorrhage erosion ulcer intussisception stricture artifact other 식도 위 점막 발적 소견 확인 위궤양 소견 확인 식도염 위염 위궤양 간보조제 권유 발작약 month 페노 정 time kg bid 알 우소산 time kg bid 실리마린 위염 식도염 month 식전 판토졸 time kg bid 스멕타 time 식간 tid 상담 발작약 스테로이드 제외했으므로 기존 병원에서 받던 발작 있는지 관찰 안내 내일부터 복용 발작 있을 시 병원 내원 근처병원이라도. 너무 과도히 쳐질경우 sid 로 복용 위염 식도염 약 먹으면서 구토 유 무 확인 스멕타 먹으면서 변비 생길 수 있다고 설명드림 . month 정도 유동식 급여 사료 불려서 먹거나 죽 급여 집 거리가 있으셔서 일단 병원 옮기실지는 고려중이심 day 에 해피콜 예정 담당의 수. 목 설명드림 통화 스테로이드 제외하고 pp pu pd 증상 확인되지 않음. 본원에서 처방받은 약 먹은 후에 뒷다리에 힘없는 증상 확인되지 않음 발작증상은 확인안됨 소화기 증상은 없으나 변에서 주황빛 확인 번 . 이전에 초음파상에서 의심되었던 이물 변으로 나옴. ,,25, 소화관 이물 / 섭취 , 소화기 질환 ,이물,이물,1639,10
Shih Tzu(시추),FS,2126,B_W,처음 경련을 함 time 정도 했었음 질환은 없었음 예방접종 all done 심장사상충 all done 로얄 쥬니어 사료를 먹고 있음 구토 설사 없음 외상의 가능성은 없음 경련 전에 사경이 있었음 왼쪽으로 새벽 time 경 보호자분께서 전화오심 생각해보니 오른쪽으로 사경이 있었다고 함 내원 후 dz time buto timeiv 내원 당시 혈압 탈수는 없음. hypovolemia voluven time kg bolus iv tx ns vit bc 유지 혈압과 체온 모니터링 mannitol kg iv mpsstimeiv 약물 처치 후에도 안구진탕 앞다리 강직 고개를 드는 증상이 있음 내일 오전까지 상태 확인하며 내일 mri촬영여부 결정 ,,16, 경련 발작 (원인 미정) , 신경 질환 ,발작,발작,359,6
Pomeranian(포메라이안),MN              ,2140,G_부천이지,진료비 할증 말씀드림 . 오늘 아침까지 특이사항 없다가 퇴근하고 보니 눈을 잘 못뜨고 있다고 함 식욕 및 컨디션 양호 ou 안검염 결막염 od os iop flu ou ve 안검 ou 부종 발적 결막 ou 부종 발적 공막 ou 부종 mild slit ou anterior chamber flare od os plr ou none 심한 축동 palpebral dazzle ou ve rx 내복약 month 분 세파렉신 time 파모티딘 time pds time 분배담당자 복약지도 하루 아침 저녁 bid 아침 저녁 약 같음 캡슐 챙겨드림. ,,4, 포도막염 (홍채 염 / 전 눈 술 출혈 포함) , 눈 및 부속 기관의 질환,통증,통증,301,12
Pomeranian(포메라이안),MN              ,2133,E_24시아이, 끅끅거리는 건 없어졌는데 여전히 아파하고 목을 못 숙이고 밥 먹는것도 시원찮고 손 갖다댈려고 하면 무서워함. 움직임도 감소 식욕 활기 백신 사상충 경추부분 힘 많이 주고 안움직일려고 함 우측 전지 hopping reaction slow 트라우마에 의한 경추 ivdd day 까지 mpss 프로토콜 호전 호전없음 미만 설명드림 악화시 mri 검사 소화기 증상 구토 설사 고지함 특히 입이 짧고 잘 안먹을경우 더 나타날 수 있음 고지 tel 아빠 카톡 동영상 . ,,4, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,통증,통증,258,12
